Name,Reference,Issue status,Item number,Number,Warehouse,Quantity,Site,,,,
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002407,SW-LPA,-70,VNG-S,เมโทรพูนทรัพย์ (ไทรน้อย)-ใบชั่วคราว,2017-05-11,2017-05-08,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002408,SW-LPA,-70,VNG-S,สุพรรณคลอง 14-ใบชั่วคราว,2017-05-09,2017-05-08,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002409,SW-LPA,-70,VNG-S,สุพรรณคลอง 14-ใบชั่วคราว,2017-05-09,2017-05-08,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002410,SW-LPA,-140,VNG-S,สุพรรณคลอง 14-ใบชั่วคราว,2017-05-11,2017-05-08,คุณดำรงศักดิ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01GG150012301840,VSDP17002419,SW-LPA,-76,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-05-08,2017-05-08,คุณไกรฤกษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS150012301840,VSDP17002420,SW-LPA,-210,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-05-08,2017-05-08,คุณไกรฤกษ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002424,SW-LPA,"-1,275.00",VNG-S,ส่งพร้อมราคา 195.-,2017-05-08,2017-05-08,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002425,SW-LPA,"-1,275.00",VNG-S,ส่งพร้อมราคา 195.-,2017-05-08,2017-05-08,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002426,SW-LPA,"-1,275.00",VNG-S,ส่งพร้อมราคา 195.-,2017-05-08,2017-05-08,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002428,SW-LPA,-255,VNG-S,ส่งพร้อมราคา 175.-,2017-05-08,2017-05-08,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002429,SW-LPA,"-1,275.00",VNG-S,ส่งพร้อมราคา 175.-,2017-05-08,2017-05-08,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17002430,SW-LPA,"-1,540.00",VNG-S,ส่งพร้อมราคา 155.-,2017-05-08,2017-05-08,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17002431,SW-LPA,-110,VNG-S,ส่งพร้อมราคา 140.-,2017-05-08,2017-05-08,คุณดำรงศักดิ์
บริษัท ลานนาไม้อัดไทย จำกัด,Sales order,On order,4MBP2FS060012302450,VSDS17000500,SW-LMA,-330,VNG-S,โกดัง 2,2017-05-08,2017-05-08,คุณดำรงศักดิ์
บริษัท แนวหน้าค้าไม้ จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000501,SW-LMA,-68,VNG-S,ส่งพร้อมเมลามีน(เช้ามืด),2017-05-12,2017-05-09,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002436,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-10,2017-05-09,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002437,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-10,2017-05-09,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002439,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-10,2017-05-09,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002440,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-10,2017-05-09,คุณประดิษฐ์
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002442,SW-LPA,-140,VNG-S,ส่ง T & T - ท่าข้าม ใบชั่วคราว,2017-05-10,2017-05-09,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002443,SW-LPA,-140,VNG-S,ฟอร์จูน-ใบชั่วคราว,2017-05-11,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002445,SW-LPA,-70,VNG-S,ส่งดรีม - ใบชั่วคราวตรงวันนะ,2017-05-15,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002446,SW-LPA,-70,VNG-S,ส่งดรีม - ใบชั่วคราวตรงวันนะ,2017-05-18,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002448,SW-LPA,-70,VNG-S,ฟอร์จูน - ใบชั่วคราว,2017-05-17,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002449,SW-LPA,-140,VNG-S,โกดังสยามวู๊ด,2017-05-11,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002450,SW-LPA,-70,VNG-S,โกดังสยามวู๊ด,2017-05-12,2017-05-09,คุณวิรัช
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002451,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002452,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002453,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002454,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002456,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002457,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002460,SW-LPA,-140,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002461,SW-LPA,-140,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002462,SW-LPA,-140,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002463,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002464,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002465,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002466,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002467,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002468,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002469,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002473,SW-LPA,"-1,050.00",VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002474,SW-LPA,"-1,050.00",VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
